doc_id,doc_title,Column1,Column2,Column3,Column4
394089,Mr. Bean,un,uno,DI0MS0,0
394089,Mr. Bean,bypass,bypass,NCMS000,0
394089,Mr. Bean,que,que,PR0CN000,0
394089,Mr. Bean,no,no,RN,0
394089,Mr. Bean,funcionó,funcionar,VMIS3S0,01048914
394089,Mr. Bean,.,.,Fp,0
394089,Mr. Bean,Afortunadamente,Afortunadamente,RG,0
394089,Mr. Bean,y,y,CC,0
394089,Mr. Bean,a_la_vez,a_la_vez,RG,0
394089,Mr. Bean,desafortunadamente,desafortunadamente,RG,0
394089,Mr. Bean,Denny,denny,NP00000,0
394089,Mr. Bean,obtiene,obtener,VMIP3S0,01513874
394089,Mr. Bean,un,uno,DI0MS0,0
394089,Mr. Bean,corazón,corazón,NCMS000,06286659
394089,Mr. Bean,en,en,SPS00,0
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,programa,programa,NCMS000,04533598
394089,Mr. Bean,de,de,SPS00,0
394089,Mr. Bean,trasplantes,trasplante,NCMP000,00445136
394089,Mr. Bean,",",",",Fc,0
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,corazón,corazón,NCMS000,06286659
394089,Mr. Bean,lo,lo,PP3CNA00,0
394089,Mr. Bean,obtuvo,obtener,VMIS3S0,01513874
394089,Mr. Bean,puesto,poner,VMP00SM,01026409
394089,Mr. Bean,que,que,CS,0
394089,Mr. Bean,2,2,Z,0
394089,Mr. Bean,hermanos,hermano,NCMP000,07127521
394089,Mr. Bean,tienen,tener,VMIP3P0,01508689
394089,Mr. Bean,un,uno,DI0MS0,0
394089,Mr. Bean,accidente,accidente,NCMS000,05443572
394089,Mr. Bean,",",",",Fc,0
394089,Mr. Bean,pero,pero,CC,0
394089,Mr. Bean,Burke,burke,NP00000,0
394089,Mr. Bean,a,a,SPS00,0
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,ir,ir,VMN0000,01253107
394089,Mr. Bean,a,a,SPS00,0
394089,Mr. Bean,recoger,recoger,VMN0000,00946301
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,corazón,corazón,NCMS000,06286659
394089,Mr. Bean,a,a,SPS00,0
394089,Mr. Bean,otro,otro,DI0MS0,0
394089,Mr. Bean,hospital,hospital,NCMS000,02834408
394089,Mr. Bean,se,se,P0000000,0
394089,Mr. Bean,"""","""",Fe,0
394089,Mr. Bean,muere,morir,VMIP3S0,00250254
394089,Mr. Bean,"""","""",Fe,0
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,corazón,corazón,NCMS000,06286659
394089,Mr. Bean,que,que,PR0CN000,0
394089,Mr. Bean,pertenecía,pertenecer,VMII1S0,01874154
394089,Mr. Bean,a,a,SPS00,0
394089,Mr. Bean,Denny,denny,NP00000,0
394089,Mr. Bean,pero,pero,CC,0
394089,Mr. Bean,pide,pedir,VMIP3S0,00510998
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,de,de,SPS00,0
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,otro,otro,DI0MS0,0
394089,Mr. Bean,hermano,hermano,NCMS000,07127521
394089,Mr. Bean,",",",",Fc,0
394089,Mr. Bean,pero,pero,CC,0
394089,Mr. Bean,se,se,P0000000,0
394089,Mr. Bean,le,le,PP3CSD00,0
394089,Mr. Bean,niega,negar,VMIP3S0,00554625
394089,Mr. Bean,pues,pues,CS,0
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,dueño,dueño,NCMS000,07451379
394089,Mr. Bean,de,de,SPS00,0
394089,Mr. Bean,ese,ese,DD0MS0,0
394089,Mr. Bean,corazón,corazón,NCMS000,06286659
394089,Mr. Bean,está,estar,VAIP3S0,01811792
394089,Mr. Bean,un,uno,DI0MS0,0
394089,Mr. Bean,poco,poco,PI0MS000,0
394089,Mr. Bean,más,más,RG,0
394089,Mr. Bean,grave,grave,AQ0CS0,00614072
394089,Mr. Bean,que,que,CS,0
394089,Mr. Bean,Denny,denny,NP00000,0
394089,Mr. Bean,y,y,CC,0
394089,Mr. Bean,se,se,P0000000,0
394089,Mr. Bean,inscribió,inscribir,VMIS3S0,01683922
394089,Mr. Bean,en,en,SPS00,0
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,programa,programa,NCMS000,04533598
394089,Mr. Bean,de,de,SPS00,0
394089,Mr. Bean,trasplantes,trasplante,NCMP000,00445136
394089,Mr. Bean,diecisiete_segundos,TM_s:17,Zu,0
394089,Mr. Bean,antes,antes,RG,0
394089,Mr. Bean,que,que,CS,0
394089,Mr. Bean,Denny,denny,NP00000,0
394089,Mr. Bean,.,.,Fp,0
394089,Mr. Bean,a,a,SPS00,0
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,saber,saber,VMN0000,00401762
394089,Mr. Bean,la,el,DA0FS0,0
394089,Mr. Bean,noticia,noticia,NCFS000,04867981
394089,Mr. Bean,",",",",Fc,0
394089,Mr. Bean,Izzie,izzie,NP00000,0
394089,Mr. Bean,actúa,actuar,VMIP3S0,01612822
394089,Mr. Bean,sin,sin,SPS00,0
394089,Mr. Bean,pensar,pensar,VMN0000,00479160
394089,Mr. Bean,y,y,CC,0
394089,Mr. Bean,corta,cortar,VMIP3S0,01069335
394089,Mr. Bean,los,el,DA0MP0,0
394089,Mr. Bean,cables,cable,NCMP000,04743908
394089,Mr. Bean,de,de,SPS00,0
394089,Mr. Bean,Denny,denny,NP00000,0
394089,Mr. Bean,para,para,SPS00,0
394089,Mr. Bean,simular,simular,VMN0000,00568049
394089,Mr. Bean,un,uno,DI0MS0,0
394089,Mr. Bean,ataque,ataque,NCMS000,00625655
394089,Mr. Bean,grave,grave,AQ0CS0,00614072
394089,Mr. Bean,y,y,CC,0
394089,Mr. Bean,así,así,RG,0
394089,Mr. Bean,ganar,ganar,VMN0000,01567251
394089,Mr. Bean,el,el,DA0MS0,0
394089,Mr. Bean,corazón,corazón,NCMS000,06286659
394089,Mr. Bean,",",",",Fc,0
394089,Mr. Bean,pero,pero,CC,0
394089,Mr. Bean,para,para,SPS00,0
394089,Mr. Bean,que,que,CS,0
394089,Mr. Bean,no,no,RN,0
394089,Mr. Bean,muera,morir,VMSP1S0,00250254
394089,Mr. Bean,le,le,PP3CSD00,0
394089,Mr. Bean,tiene,tener,VMIP3S0,01508689
394089,Mr. Bean,que,que,CS,0
394089,Mr. Bean,cuidar,cuidar,VMN0000,01739308
394089,Mr. Bean,hasta,hasta,SPS00,0
394089,Mr. Bean,que,que,CS,0
394089,Mr. Bean,su,su,DP3CS0,0
394089,Mr. Bean,corazón,corazón,NCMS000,06286659
394089,Mr. Bean,quede,quedar,VMSP1S0,01800547
394089,Mr. Bean,débil,débil,AQ0CS0,01754457
394089,Mr. Bean,;,;,Fx,0
394089,Mr. Bean,en,en,SPS00,0
394089,Mr. Bean,este,este,DD0MS0,0
394089,Mr. Bean,tiempo,tiempo,NCMS000,00015594
394089,Mr. Bean,Denny,denny,NP00000,0
394089,Mr. Bean,le,le,PP3CSD00,0
394089,Mr. Bean,propone,proponer,VMIP3S0,00594839
394089,Mr. Bean,matrimonio,matrimonio,NCMS000,10061309
394089,Mr. Bean,a,a,SPS00,0
394089,Mr. Bean,Izzie,izzie,NP00000,0
394089,Mr. Bean,.,.,Fp,0
1419147,Graham Young,Poco,poco,RG,0
1419147,Graham Young,después_de,después_de,SPS00,0
1419147,Graham Young,que,que,CS,0
1419147,Graham Young,él,él,PP3MS000,0
1419147,Graham Young,comenzara,comenzar,VMSI1S0,00239960
1419147,Graham Young,nuevamente,nuevamente,RG,0
1419147,Graham Young,a,a,SPS00,0
1419147,Graham Young,trabajar,trabajar,VMN0000,01643531
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,el,el,DA0MS0,0
1419147,Graham Young,capataz,capataz,NCCS000,07630889
1419147,Graham Young,de,de,SPS00,0
1419147,Graham Young,Young,young,NP00000,0
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,Bob_Egle,bob_egle,NP00000,0
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,enfermó,enfermar,VMIS3S0,00059153
1419147,Graham Young,repentinamente,repentinamente,RG,0
1419147,Graham Young,y,y,CC,0
1419147,Graham Young,murió,morir,VMIS3S0,00250254
1419147,Graham Young,.,.,Fp,0
1419147,Graham Young,Young,young,NP00000,0
1419147,Graham Young,había,haber,VAII1S0,01811792
1419147,Graham Young,hecho,hacer,VMP00SM,01130277
1419147,Graham Young,el,el,DA0MS0,0
1419147,Graham Young,té,té,NCMS000,05952079
1419147,Graham Young,para,para,SPS00,0
1419147,Graham Young,sus,su,DP3CP0,0
1419147,Graham Young,colegas,colega,NCCP000,07128451
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,envenenando,envenenar,VMG0000,00903354
1419147,Graham Young,los,los,PP3MPA00,0
1419147,Graham Young,con,con,SPS00,0
1419147,Graham Young,elementos,elemento,NCMP000,02479780
1419147,Graham Young,tales,tal,DD0CP0,0
1419147,Graham Young,como,como,CS,0
1419147,Graham Young,antimonio,antimonio,NCMS000,10479014
1419147,Graham Young,y,y,CC,0
1419147,Graham Young,talio,talio,NCMS000,10504052
1419147,Graham Young,.,.,Fp,0
1419147,Graham Young,Debido_a,debido_a,SPS00,0
1419147,Graham Young,los,el,DA0MP0,0
1419147,Graham Young,envenamientos,envenamientos,NCMP000,0
1419147,Graham Young,producidos,producir,VMP00PM,01114991
1419147,Graham Young,por,por,SPS00,0
1419147,Graham Young,Young,young,NP00000,0
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,muchos,mucho,DI0MP0,0
1419147,Graham Young,colegas,colega,NCCP000,07128451
1419147,Graham Young,caen,caer,VMIP3P0,01787446
1419147,Graham Young,enfermos,enfermo,AQ0MP0,02421145
1419147,Graham Young,y,y,CC,0
1419147,Graham Young,se,se,P0000000,0
1419147,Graham Young,habla,hablar,VMIP3S0,00638109
1419147,Graham Young,de,de,SPS00,0
1419147,Graham Young,la,el,DA0FS0,0
1419147,Graham Young,posibilidad,posibilidad,NCFS000,04568501
1419147,Graham Young,de,de,SPS00,0
1419147,Graham Young,un,uno,DI0MS0,0
1419147,Graham Young,virus,virus,NCMN000,00871107
1419147,Graham Young,extraño,extraño,AQ0MS0,00917876
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,por,por,SPS00,0
1419147,Graham Young,lo,el,DA0NS0,0
1419147,Graham Young,que,que,PR0CN000,0
1419147,Graham Young,es,ser,VSIP3S0,01775973
1419147,Graham Young,apodado,apodar,VMP00SM,00696177
1419147,Graham Young,"""","""",Fe,0
1419147,Graham Young,Bovingdon_Bug,bovingdon_bug,NP00000,0
1419147,Graham Young,"""","""",Fe,0
1419147,Graham Young,.,.,Fp,0
1419147,Graham Young,Luego_de,luego_de,SPS00,0
1419147,Graham Young,la,el,DA0FS0,0
1419147,Graham Young,muerte,muerte,NCFS000,00142607
1419147,Graham Young,de,de,SPS00,0
1419147,Graham Young,Biggs,biggs,NP00000,0
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,era,ser,VSII1S0,01775973
1419147,Graham Young,obvio,obvio,AQ0MS0,01560095
1419147,Graham Young,que,que,CS,0
1419147,Graham Young,tantas,tanto,DI0FP0,0
1419147,Graham Young,enfermedades,enfermedad,NCFP000,10129713
1419147,Graham Young,y,y,CC,0
1419147,Graham Young,dos,2,Z,0
1419147,Graham Young,muertes,muerte,NCFP000,00142607
1419147,Graham Young,requerían,requerir,VMII3P0,00538265
1419147,Graham Young,de,de,SPS00,0
1419147,Graham Young,una,uno,DI0FS0,0
1419147,Graham Young,investigación,investigación,NCFS000,04467719
1419147,Graham Young,médica,médico,AQ0FS0,02585051
1419147,Graham Young,y,y,CC,0
1419147,Graham Young,policial,policial,AQ0CS0,0
1419147,Graham Young,en,en,SPS00,0
1419147,Graham Young,el,el,DA0MS0,0
1419147,Graham Young,lugar,lugar,NCMS000,06381267
1419147,Graham Young,de,de,SPS00,0
1419147,Graham Young,trabajo,trabajo,NCMS000,00377835
1419147,Graham Young,.,.,Fp,0
1419147,Graham Young,Inexplicablemente,Inexplicablemente,RG,0
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,Young,young,NP00000,0
1419147,Graham Young,habla,hablar,VMIP3S0,00638109
1419147,Graham Young,con,con,SPS00,0
1419147,Graham Young,el,el,DA0MS0,0
1419147,Graham Young,doctor,doctor,NCMS000,07220340
1419147,Graham Young,de,de,SPS00,0
1419147,Graham Young,la,el,DA0FS0,0
1419147,Graham Young,compañía,compañía,NCFS000,06085732
1419147,Graham Young,y,y,CC,0
1419147,Graham Young,le,le,PP3CSD00,0
1419147,Graham Young,insinúa,insinuar,VMIP3S0,00627512
1419147,Graham Young,si,si,CS,0
1419147,Graham Young,él,él,PP3MS000,0
1419147,Graham Young,no,no,RN,0
1419147,Graham Young,creía,creer,VMII1S0,00465761
1419147,Graham Young,que,que,CS,0
1419147,Graham Young,se,se,P0000000,0
1419147,Graham Young,trataba,tratar,VMII1S0,00699711
1419147,Graham Young,de,de,SPS00,0
1419147,Graham Young,envenenamiento,envenenamiento,NCMS000,00146041
1419147,Graham Young,por,por,SPS00,0
1419147,Graham Young,talio,talio,NCMS000,10504052
1419147,Graham Young,",",",",Fc,0
1419147,Graham Young,debido_a,debido_a,SPS00,0
1419147,Graham Young,los,el,DA0MP0,0
1419147,Graham Young,síntomas,síntoma,NCMP000,10266258
1419147,Graham Young,.,.,Fp,0
